Number of layers,Lower vertical position,Upper vertical position,Pixel size,Lower grey threshold,Upper grey threshold,Total VOI volume,Object volume,Percent object volume,Total VOI surface,Object surface,Intersection surface,Object surface / volume ratio,Object surface density,Surface convexity index,Centroid (x),Centroid (y),Centroid (z),Moment of inertia (x),Moment of inertia (y),Moment of inertia (z),Polar moment of inertia,Radius of gyration (x),Radius of gyration (y),Radius of gyration (z),Polar radius of gyration,Product of inertia (xy),Product of inertia (xz),Product of inertia (yz),Total orientation (theta),Total orientation (phi),Structure model index,Structure thickness,Structure linear density,Structure separation,Fractal dimension,Number of objects,Number of closed pores,Volume of closed pores,Surface of closed pores,Closed porosity (percent),Volume of open pore space,Open porosity (percent),Total volume of pore space,Total porosity (percent),Height
453.0,11.59161,20.57859,19.88269,,,355.02769,82.42335,23.21603,290.46296,1195.32589,50.36642,14.50227,3.36685,5.05887,3.56148,3.61192,16.08933,793.10884,785.63884,520.72146,1049.73457,3.09847,3.08384,2.51063,3.56468,-1.40935,20.5623,13.44231,5.13075,33.78445,2.093,0.29168,0.79593,0.65739,2.6008,79.0,68.0,0.04688,2.83951,0.05684,272.55747,76.77076,272.60434,76.78397,128.60851000000002
578.0,5.12973,16.60205,19.88269,,,881.06713,77.749,8.82441,558.00685,1131.82398,12.2263,14.55741,1.28461,4.47199,5.25082,3.66923,10.91646,1038.04375,1178.55353,483.66809,1350.13268,3.65016,3.88937,2.4916,4.16287,-124.27356,-430.92045,248.79779,32.08155,149.93087,1.84318,0.28674,0.30775,3.10646,2.5558,107.0,25.0,0.01607,1.00221,0.02066,803.30206,91.17376,803.31813,91.17559,130.086589
597.0,3.221,15.07108,19.88269,,,175.28301,58.93733,33.6241,200.45448,940.02879,42.76468,15.94963,5.36292,4.07704,2.15335,2.14628,9.07642,757.65549,758.22369,136.40319,826.14118,3.58183,3.58318,1.51978,3.74021,-0.52203,-2.22506,-1.99671,0.27537,221.87278,1.53372,0.25458,1.32077,0.3723,2.64636,30.0,71.0,0.01925,1.90756,0.03265,116.32643,66.36492,116.34567,66.3759,130.914604
951.0,1.69003,20.57859,19.88269,,,1163.76282,297.15209,25.53373,678.07995,4238.92497,140.07974,14.26517,3.64243,4.32195,4.41688,4.42121,10.71265,10185.7414,10169.97898,2988.83687,11672.27862,5.84915,5.84462,3.16845,6.26144,-10.76797,-31.88454,92.50337,0.78101,109.04715,1.81783,0.28906,0.88333,0.63605,2.65983,189.0,378.0,0.2111,13.93759,0.07099,866.39963,74.44813,866.61074,74.46627,133.113431
922.0,1.69003,20.00199,19.88269,,,1982.1192,473.56591,23.8919,929.3047,6993.00957,171.7627,14.76671,3.52805,4.78717,5.99864,5.84199,11.04499,17471.78521,17629.32559,8189.66845,21645.38963,6.06741,6.0947,4.15401,6.75332,45.04625,62.89214,-93.7593,0.68569,304.19711,1.94512,0.28162,0.84837,0.62014,2.69237,233.0,509.0,0.27148,18.10317,0.05729,1508.28181,76.0944,1508.55329,76.1081,135.08460100000002
815.0,4.39407,20.57859,19.88269,,,1376.82354,280.83463,20.39729,728.9876,4119.76126,132.96169,14.66971,2.99222,5.15823,5.15916,5.17957,12.1956,8351.87159,8378.47795,3855.0562,10292.70287,5.447,5.45567,3.70068,6.04687,-49.31434,46.68085,57.34526,0.92854,50.81452,2.10975,0.28458,0.71676,0.71393,2.62633,205.0,473.0,0.3788,21.25728,0.1347,1095.6101,79.5752,1095.98891,79.60271,136.24863299999998
951.0,1.69003,20.57859,19.88269,,,1174.57154,235.18136,20.02274,681.7889,3474.924,117.59114,14.77551,2.95846,5.17801,4.52705,4.44021,11.51685,8086.74634,8074.79611,2361.92578,9261.73411,5.85693,5.8526,3.16531,6.268,-17.79079,23.41504,12.20825,0.26372,27.48372,2.10267,0.28501,0.70253,0.72018,2.60462,210.0,412.0,0.30707,17.83661,0.1304,939.08311,79.95112,939.39017,79.97726,137.113431
951.0,1.69003,20.57859,19.88269,,,1320.16025,347.1147,26.29338,730.72485,5057.10332,146.35929,14.56897,3.83067,3.86567,4.64785,4.78455,10.94877,12419.32489,12639.8792,3755.11778,14407.16093,5.97638,6.02922,3.28626,6.43693,2.54712,176.35389,135.51718,1.45647,36.85144,1.59201,0.27648,0.951,0.58411,2.69039,206.0,2760.0,0.6084,50.38551,0.17497,972.43715,73.66054,973.04554,73.70662,138.113431
951.0,1.69003,20.57859,19.88269,,,1221.67091,284.03187,23.24946,697.65623,4228.90071,134.40632,14.88882,3.46157,5.0283,4.51409,4.49643,12.13058,10498.33372,10495.86961,2944.74569,11969.47451,6.07258,6.07186,3.21615,6.48411,22.50463,-16.44415,-12.17341,0.15565,216.57074,2.02634,0.28595,0.81307,0.65201,2.64882,189.0,418.0,0.30933,18.44159,0.10879,937.32971,76.72522,937.63904,76.75054,139.113431
751.0,1.69003,16.60205,19.88269,,,521.35711,132.94639,25.50006,400.09025,1989.02284,78.90512,14.96109,3.81509,4.62213,3.31519,3.38677,8.90976,2794.54607,2832.93328,723.87882,3175.67909,4.57988,4.61123,2.33094,4.88221,-5.22041,-27.37304,81.40558,2.33603,109.01925,1.85366,0.28105,0.90732,0.57979,2.63433,155.0,198.0,0.12535,8.34824,0.09419,388.28537,74.4759,388.41072,74.49994,139.914604
