Location,Height,Percent Difference,Error,GrainType,SSA_mCT,SSA_IC,Method,Air Temp,Snow Temp,Moisture,zscore
clebp1,1.0,0.5073551445658053,10.400517770216144,PP,20.499482229783855,30.9,compacted,-4.5,,M,1.3199483045830216
clebp1,0.8,0.4098871143837191,7.907675300735342,DF,19.292324699264658,27.2,compacted,-4.5,-3.25,D,0.9714427103962336
clebp1,0.8,0.4980050590327015,9.607675300735341,DF,19.292324699264658,28.9,compacted,-4.5,-3.25,D,1.1315669023198929
clebp1,0.8,0.37878666333113714,7.307675300735344,DF,19.292324699264658,26.6,compacted,-4.5,-3.25,D,0.9149282897172952
clebp1,0.8,0.49282165052393795,9.507675300735343,DF,19.292324699264658,28.8,compacted,-4.5,-3.25,D,1.1221478322067366
clebp1,0.8,0.4047037058749555,7.807675300735344,DF,19.292324699264658,27.1,compacted,-4.5,-3.25,D,0.9620236402830774
clebp1,0.6,-0.33973537347943017,7.718163895961329,MFcr,22.71816389596133,15.0,brushed,-4.5,,D,-0.17768384340885116
clebp1,0.6,-0.1944771556449048,4.418163895961328,MFcr,22.71816389596133,18.3,brushed,-4.5,,D,0.1331454703253112
clebp1,0.6,0.012405760664873713,0.2818361040386712,FC,22.71816389596133,23.0,shaved,-4.5,,D,0.5758417656436635
clebp1,0.6,0.02561105319528514,0.5818361040386719,FC,22.71816389596133,23.3,shaved,-4.5,,D,0.6040989759831329
clebp1,0.6,0.021209289018481278,0.4818361040386705,FC,22.71816389596133,23.2,shaved,-4.5,,D,0.5946799058699763
clebp1,0.6,-0.018406588572752847,0.4181638959613281,FC,22.71816389596133,22.3,shaved,-4.5,,D,0.5099082748515685
clebp1,0.4,0.11584866750847919,2.169861578392588,FC,18.73013842160741,20.9,shaved,-4.5,-3.1,D,0.3780412932673783
clebp1,0.4,0.11584866750847919,2.169861578392588,FC,18.73013842160741,20.9,shaved,-4.5,-3.1,D,0.3780412932673783
clebp1,0.4,0.16389956706626072,3.06986157839259,FC,18.73013842160741,21.8,shaved,-4.5,-3.1,D,0.46281292428578635
clebp2,1.0,0.9615992369999151,18.382945255753267,PP,19.117054744246733,37.5,compacted,-1.0,-1.0,M,1.9416069320513463
clebp2,1.0,1.0191394812852461,19.48294525575327,PP,19.117054744246733,38.6,compacted,-1.0,-1.0,M,2.045216703296067
clebp2,1.0,0.8726734049225855,16.682945255753264,PP,19.117054744246733,35.8,compacted,-1.0,-1.0,M,1.7814827401276867
clebp2,0.8,0.15108498262769066,3.294485742745202,DF,21.8055142572548,25.1,compacted,-1.0,-5.0,D,0.7736422380199487
clebp2,0.8,0.12356900694734738,2.6944857427452007,DF,21.8055142572548,24.5,compacted,-1.0,-5.0,D,0.7171278173410099
clebp2,0.8,-0.023182863347816326,0.5055142572547986,DF,21.8055142572548,21.3,compacted,-1.0,-5.0,D,0.41571757372000423
clebp2,0.6,-0.1655018536650245,3.153367667538939,DF,19.05336766753894,15.9,compacted,-1.0,,D,-0.09291221239044321
clebp2,0.6,0.10216736308392986,1.9466323324610606,DF,19.05336766753894,21.0,compacted,-1.0,,D,0.38746036338053486
clebp2,0.6,-0.17599868569439533,3.35336766753894,DF,19.05336766753894,15.7,compacted,-1.0,,D,-0.11175035261675619
clebp2,0.4,0.2803862979547024,5.299454095488805,FCxr,18.900545904511194,24.2,shaved,-1.0,-5.0,D,0.6888706070015407
clebp2,0.4,0.26451374054204074,4.9994540954888045,FCxr,18.900545904511194,23.9,shaved,-1.0,-5.0,D,0.6606133966620713
clebp2,0.4,0.4073667572559953,7.699454095488807,FCxr,18.900545904511194,26.6,shaved,-1.0,-5.0,D,0.9149282897172952
